date,product,category,price,discount,quantity_sold,profit,profit_margin,event
2022-09-07,Corsair H100i,Liquid AIO Cooler,124.54,2%,1016,40687.78,0.35,No Promo
2022-09-07,NZXT Kraken X63,Liquid AIO Cooler,132.71,3%,917,35690.78,0.33,No Promo
2022-09-07,EKWB EK-KIT P240,Custom Liquid Cooler,233.85,0%,660,59304.12,0.4,No Promo
2022-09-07,Thermaltake Pacific CL360,Custom Liquid Cooler,291.41,1%,1075,126222.18,0.42,No Promo
2022-09-08,Noctua NH-D15,Air Cooler,87.13,1%,1278,30852.29,0.3,No Promo
2022-09-08,Dark Rock Pro 4,Air Cooler,77.01,2%,1231,23904.72,0.28,No Promo
2022-09-08,Corsair H100i,Liquid AIO Cooler,127.0,1%,983,41779.71,0.35,No Promo
2022-09-08,NZXT Kraken X63,Liquid AIO Cooler,136.9,0%,888,38275.08,0.33,No Promo
2022-09-08,EKWB EK-KIT P240,Custom Liquid Cooler,229.5,3%,670,57285.83,0.4,No Promo
2022-09-08,Thermaltake Pacific CL360,Custom Liquid Cooler,292.36,0%,1060,125462.47,0.42,No Promo
2022-09-09,Noctua NH-D15,Air Cooler,87.27,2%,1337,32453.55,0.3,No Promo
2022-09-09,Dark Rock Pro 4,Air Cooler,77.0,2%,1235,23971.41,0.28,No Promo
2022-09-09,Corsair H100i,Liquid AIO Cooler,127.37,0%,989,42401.33,0.35,No Promo
2022-09-09,NZXT Kraken X63,Liquid AIO Cooler,136.2,1%,878,37230.38,0.33,No Promo
2022-09-09,EKWB EK-KIT P240,Custom Liquid Cooler,234.8,0%,640,58115.61,0.4,No Promo
2022-09-09,Thermaltake Pacific CL360,Custom Liquid Cooler,283.62,3%,1078,118172.7,0.42,No Promo
2022-09-10,Noctua NH-D15,Air Cooler,88.52,0%,1270,32424.65,0.3,No Promo
2022-09-10,Dark Rock Pro 4,Air Cooler,77.46,1%,1216,24161.11,0.28,No Promo
2022-09-10,Corsair H100i,Liquid AIO Cooler,125.15,1%,992,40326.82,0.35,No Promo
2022-09-10,NZXT Kraken X63,Liquid AIO Cooler,133.96,3%,915,36748.3,0.33,No Promo
2022-09-10,EKWB EK-KIT P240,Custom Liquid Cooler,230.32,3%,689,59475.62,0.4,No Promo
2022-09-10,Thermaltake Pacific CL360,Custom Liquid Cooler,289.9,2%,1049,121584.58,0.42,No Promo
2022-09-11,Noctua NH-D15,Air Cooler,88.04,0%,1306,32714.95,0.3,No Promo
2022-09-11,Dark Rock Pro 4,Air Cooler,76.26,3%,1215,22678.76,0.28,No Promo
2022-09-11,Corsair H100i,Liquid AIO Cooler,124.55,3%,1010,40456.02,0.35,No Promo
2022-09-11,NZXT Kraken X63,Liquid AIO Cooler,135.7,1%,897,37588.93,0.33,No Promo
2022-09-11,EKWB EK-KIT P240,Custom Liquid Cooler,233.91,0%,657,59076.47,0.4,No Promo
2022-09-11,Thermaltake Pacific CL360,Custom Liquid Cooler,294.84,0%,1048,126643.52,0.42,No Promo
2022-09-12,Noctua NH-D15,Air Cooler,87.75,0%,1304,32277.87,0.3,No Promo
2022-09-12,Dark Rock Pro 4,Air Cooler,77.14,2%,1234,24126.77,0.28,No Promo
2022-09-12,Corsair H100i,Liquid AIO Cooler,127.54,0%,970,41759.19,0.35,No Promo
2022-09-12,NZXT Kraken X63,Liquid AIO Cooler,133.62,2%,918,36559.59,0.33,No Promo
2022-09-12,EKWB EK-KIT P240,Custom Liquid Cooler,229.53,3%,674,57650.09,0.4,No Promo
2022-09-12,Thermaltake Pacific CL360,Custom Liquid Cooler,296.29,0%,1040,127184.75,0.42,No Promo
2022-09-13,Noctua NH-D15,Air Cooler,87.44,1%,1312,32071.51,0.3,No Promo
2022-09-13,Dark Rock Pro 4,Air Cooler,77.46,1%,1210,24036.17,0.28,No Promo
2022-09-13,Corsair H100i,Liquid AIO Cooler,128.04,0%,1004,43720.72,0.35,No Promo
2022-09-13,NZXT Kraken X63,Liquid AIO Cooler,135.57,1%,909,37970.9,0.33,No Promo
2022-09-13,EKWB EK-KIT P240,Custom Liquid Cooler,231.87,1%,662,58171.35,0.4,No Promo
2022-09-13,Thermaltake Pacific CL360,Custom Liquid Cooler,288.89,1%,1047,120290.95,0.42,No Promo
2022-09-14,Noctua NH-D15,Air Cooler,85.27,3%,1306,29096.51,0.3,No Promo
2022-09-14,Dark Rock Pro 4,Air Cooler,75.87,3%,1230,22482.69,0.28,No Promo
2022-09-14,Corsair H100i,Liquid AIO Cooler,126.88,1%,1006,42640.27,0.35,No Promo
2022-09-14,NZXT Kraken X63,Liquid AIO Cooler,133.86,2%,895,35863.71,0.33,No Promo
2022-09-14,EKWB EK-KIT P240,Custom Liquid Cooler,230.65,2%,677,58667.74,0.4,No Promo
2022-09-14,Thermaltake Pacific CL360,Custom Liquid Cooler,287.96,2%,1061,120914.13,0.42,No Promo
2022-09-15,Noctua NH-D15,Air Cooler,86.31,3%,1339,31218.48,0.3,No Promo
2022-09-15,Dark Rock Pro 4,Air Cooler,77.32,2%,1207,23813.81,0.28,No Promo
2022-09-15,Corsair H100i,Liquid AIO Cooler,122.61,3%,1024,39029.6,0.35,No Promo
2022-09-15,NZXT Kraken X63,Liquid AIO Cooler,135.46,2%,902,37581.72,0.33,No Promo
2022-09-15,EKWB EK-KIT P240,Custom Liquid Cooler,229.44,3%,670,57246.17,0.4,No Promo
2022-09-15,Thermaltake Pacific CL360,Custom Liquid Cooler,290.48,1%,1071,124758.41,0.42,No Promo
2022-09-16,Noctua NH-D15,Air Cooler,86.44,2%,1330,31185.69,0.3,No Promo
2022-09-16,Dark Rock Pro 4,Air Cooler,76.21,2%,1225,22810.54,0.28,No Promo
2022-09-16,Corsair H100i,Liquid AIO Cooler,124.88,3%,1028,41513.74,0.35,No Promo
2022-09-16,NZXT Kraken X63,Liquid AIO Cooler,138.39,0%,872,38888.19,0.33,No Promo
2022-09-16,EKWB EK-KIT P240,Custom Liquid Cooler,237.22,0%,648,60413.36,0.4,No Promo
2022-09-16,Thermaltake Pacific CL360,Custom Liquid Cooler,290.26,1%,1055,122660.03,0.42,No Promo
2022-09-17,Noctua NH-D15,Air Cooler,86.53,2%,1337,31469.09,0.3,No Promo
2022-09-17,Dark Rock Pro 4,Air Cooler,76.6,3%,1240,23562.79,0.28,No Promo
2022-09-17,Corsair H100i,Liquid AIO Cooler,124.83,3%,1036,41786.64,0.35,No Promo
2022-09-17,NZXT Kraken X63,Liquid AIO Cooler,133.19,3%,920,36240.72,0.33,No Promo
2022-09-17,EKWB EK-KIT P240,Custom Liquid Cooler,233.99,0%,640,57599.82,0.4,No Promo
2022-09-17,Thermaltake Pacific CL360,Custom Liquid Cooler,292.66,0%,1030,122228.56,0.42,No Promo
2022-09-18,Noctua NH-D15,Air Cooler,85.8,2%,1307,29808.11,0.3,No Promo
2022-09-18,Dark Rock Pro 4,Air Cooler,76.19,2%,1236,22988.35,0.28,No Promo
2022-09-18,Corsair H100i,Liquid AIO Cooler,128.07,0%,976,42526.63,0.35,No Promo
2022-09-18,NZXT Kraken X63,Liquid AIO Cooler,137.22,1%,905,39299.33,0.33,No Promo
2022-09-18,EKWB EK-KIT P240,Custom Liquid Cooler,226.4,3%,691,56944.22,0.4,No Promo
2022-09-18,Thermaltake Pacific CL360,Custom Liquid Cooler,286.84,2%,1078,121645.5,0.42,No Promo
2022-09-19,Noctua NH-D15,Air Cooler,87.45,0%,1283,31374.84,0.3,No Promo
2022-09-19,Dark Rock Pro 4,Air Cooler,77.01,1%,1202,23334.6,0.28,No Promo
2022-09-19,Corsair H100i,Liquid AIO Cooler,124.92,3%,1026,41479.81,0.35,No Promo
2022-09-19,NZXT Kraken X63,Liquid AIO Cooler,134.76,2%,913,37406.11,0.33,No Promo
2022-09-19,EKWB EK-KIT P240,Custom Liquid Cooler,237.37,0%,653,60977.13,0.4,No Promo
2022-09-19,Thermaltake Pacific CL360,Custom Liquid Cooler,289.46,2%,1085,125285.17,0.42,No Promo
2022-09-20,Noctua NH-D15,Air Cooler,88.21,1%,1287,32460.0,0.3,No Promo
2022-09-20,Dark Rock Pro 4,Air Cooler,76.13,3%,1251,23195.2,0.28,No Promo
2022-09-20,Corsair H100i,Liquid AIO Cooler,128.49,0%,977,42981.94,0.35,No Promo
2022-09-20,NZXT Kraken X63,Liquid AIO Cooler,133.72,2%,915,36534.62,0.33,No Promo
2022-09-20,EKWB EK-KIT P240,Custom Liquid Cooler,237.7,0%,644,60345.77,0.4,No Promo
2022-09-20,Thermaltake Pacific CL360,Custom Liquid Cooler,295.69,0%,1043,126933.39,0.42,No Promo
2022-09-21,Noctua NH-D15,Air Cooler,87.24,1%,1315,31888.05,0.3,No Promo
2022-09-21,Dark Rock Pro 4,Air Cooler,77.13,1%,1201,23461.43,0.28,No Promo
2022-09-21,Corsair H100i,Liquid AIO Cooler,126.96,1%,989,42001.82,0.35,No Promo
2022-09-21,NZXT Kraken X63,Liquid AIO Cooler,134.95,1%,883,36342.22,0.33,No Promo
2022-09-21,EKWB EK-KIT P240,Custom Liquid Cooler,231.93,1%,672,59095.47,0.4,No Promo
2022-09-21,Thermaltake Pacific CL360,Custom Liquid Cooler,291.64,0%,1038,122116.54,0.42,No Promo
2022-09-22,Noctua NH-D15,Air Cooler,87.2,1%,1297,31402.36,0.3,No Promo
2022-09-22,Dark Rock Pro 4,Air Cooler,78.87,0%,1191,25337.94,0.28,No Promo
2022-09-22,Corsair H100i,Liquid AIO Cooler,124.22,2%,1010,40121.39,0.35,No Promo
2022-09-22,NZXT Kraken X63,Liquid AIO Cooler,132.32,3%,907,34945.84,0.33,No Promo
2022-09-22,EKWB EK-KIT P240,Custom Liquid Cooler,234.73,0%,645,58527.38,0.4,No Promo
2022-09-22,Thermaltake Pacific CL360,Custom Liquid Cooler,290.21,1%,1047,121673.19,0.42,No Promo
2022-09-23,Noctua NH-D15,Air Cooler,88.0,1%,1310,32756.01,0.3,No Promo
2022-09-23,Dark Rock Pro 4,Air Cooler,76.67,2%,1226,23390.11,0.28,No Promo
2022-09-23,Corsair H100i,Liquid AIO Cooler,125.73,1%,1002,41322.5,0.35,No Promo
2022-09-23,NZXT Kraken X63,Liquid AIO Cooler,134.76,2%,913,37406.4,0.33,No Promo
2022-09-23,EKWB EK-KIT P240,Custom Liquid Cooler,230.68,2%,678,58770.05,0.4,No Promo
2022-09-23,Thermaltake Pacific CL360,Custom Liquid Cooler,291.93,1%,1039,122540.3,0.42,No Promo
2022-09-24,Noctua NH-D15,Air Cooler,87.16,2%,1311,31683.89,0.3,No Promo
2022-09-24,Dark Rock Pro 4,Air Cooler,78.4,1%,1211,25195.28,0.28,No Promo
2022-09-24,Corsair H100i,Liquid AIO Cooler,123.54,3%,1040,40605.07,0.35,No Promo
2022-09-24,NZXT Kraken X63,Liquid AIO Cooler,132.14,3%,933,35780.44,0.33,No Promo
2022-09-24,EKWB EK-KIT P240,Custom Liquid Cooler,228.18,3%,675,56823.16,0.4,No Promo
2022-09-24,Thermaltake Pacific CL360,Custom Liquid Cooler,290.63,1%,1070,124803.27,0.42,No Promo
2022-09-25,Noctua NH-D15,Air Cooler,88.63,0%,1294,33173.4,0.3,No Promo
2022-09-25,Dark Rock Pro 4,Air Cooler,78.08,0%,1197,24520.93,0.28,No Promo
2022-09-25,Corsair H100i,Liquid AIO Cooler,125.43,2%,995,40735.5,0.35,No Promo
2022-09-25,NZXT Kraken X63,Liquid AIO Cooler,137.51,0%,888,38823.92,0.33,No Promo
2022-09-25,EKWB EK-KIT P240,Custom Liquid Cooler,232.56,2%,658,58275.11,0.4,No Promo
2022-09-25,Thermaltake Pacific CL360,Custom Liquid Cooler,284.53,3%,1078,119156.83,0.42,No Promo
2022-09-26,Noctua NH-D15,Air Cooler,87.5,1%,1304,31950.94,0.3,No Promo
2022-09-26,Dark Rock Pro 4,Air Cooler,76.82,2%,1201,23087.3,0.28,No Promo
2022-09-26,Corsair H100i,Liquid AIO Cooler,124.15,3%,1011,40097.61,0.35,No Promo
2022-09-26,NZXT Kraken X63,Liquid AIO Cooler,135.85,1%,892,37517.3,0.33,No Promo
2022-09-26,EKWB EK-KIT P240,Custom Liquid Cooler,229.02,3%,671,57054.11,0.4,No Promo
2022-09-26,Thermaltake Pacific CL360,Custom Liquid Cooler,291.73,1%,1063,125156.33,0.42,No Promo
2022-09-27,Noctua NH-D15,Air Cooler,88.88,0%,1266,32775.43,0.3,No Promo
2022-09-27,Dark Rock Pro 4,Air Cooler,78.07,0%,1170,23952.89,0.28,No Promo
2022-09-27,Corsair H100i,Liquid AIO Cooler,127.43,0%,997,42806.84,0.35,No Promo
2022-09-27,NZXT Kraken X63,Liquid AIO Cooler,133.26,3%,904,35678.63,0.33,No Promo
2022-09-27,EKWB EK-KIT P240,Custom Liquid Cooler,234.6,1%,652,59075.34,0.4,No Promo
2022-09-27,Thermaltake Pacific CL360,Custom Liquid Cooler,296.23,0%,1028,125662.82,0.42,No Promo
2022-09-28,Noctua NH-D15,Air Cooler,88.21,1%,1315,33159.77,0.3,No Promo
2022-09-28,Dark Rock Pro 4,Air Cooler,77.93,1%,1175,23892.37,0.28,No Promo
2022-09-28,Corsair H100i,Liquid AIO Cooler,124.77,3%,1012,40761.01,0.35,No Promo
2022-09-28,NZXT Kraken X63,Liquid AIO Cooler,136.17,1%,885,37499.47,0.33,No Promo
2022-09-28,EKWB EK-KIT P240,Custom Liquid Cooler,233.3,0%,655,58493.62,0.4,No Promo
2022-09-28,Thermaltake Pacific CL360,Custom Liquid Cooler,286.52,3%,1079,121418.84,0.42,No Promo
2022-09-29,Noctua NH-D15,Air Cooler,86.09,3%,1328,30672.95,0.3,No Promo
2022-09-29,Dark Rock Pro 4,Air Cooler,79.21,0%,1200,25943.75,0.28,No Promo
2022-09-29,Corsair H100i,Liquid AIO Cooler,123.79,2%,994,39057.62,0.35,No Promo
2022-09-29,NZXT Kraken X63,Liquid AIO Cooler,136.1,1%,905,38290.68,0.33,No Promo
2022-09-29,EKWB EK-KIT P240,Custom Liquid Cooler,235.04,1%,661,60182.57,0.4,No Promo
2022-09-29,Thermaltake Pacific CL360,Custom Liquid Cooler,288.28,2%,1087,124232.34,0.42,No Promo
2022-09-30,Noctua NH-D15,Air Cooler,88.98,0%,1292,33575.6,0.3,No Promo
2022-09-30,Dark Rock Pro 4,Air Cooler,75.97,3%,1229,22586.52,0.28,No Promo
2022-09-30,Corsair H100i,Liquid AIO Cooler,124.32,2%,1003,39943.81,0.35,No Promo
2022-09-30,NZXT Kraken X63,Liquid AIO Cooler,137.68,0%,883,38751.53,0.33,No Promo
2022-09-30,EKWB EK-KIT P240,Custom Liquid Cooler,236.23,0%,653,60232.37,0.4,No Promo
2022-09-30,Thermaltake Pacific CL360,Custom Liquid Cooler,292.98,1%,1066,126833.84,0.42,No Promo
2022-10-01,Noctua NH-D15,Air Cooler,88.03,1%,1276,31944.08,0.3,No Promo
2022-10-01,Dark Rock Pro 4,Air Cooler,75.32,3%,1243,22034.02,0.28,No Promo
2022-10-01,Corsair H100i,Liquid AIO Cooler,126.49,1%,1000,41997.52,0.35,No Promo
2022-10-01,NZXT Kraken X63,Liquid AIO Cooler,134.26,3%,903,36542.6,0.33,No Promo
2022-10-01,EKWB EK-KIT P240,Custom Liquid Cooler,230.27,2%,666,57461.81,0.4,No Promo
2022-10-01,Thermaltake Pacific CL360,Custom Liquid Cooler,291.72,0%,1044,122901.37,0.42,No Promo
2022-10-02,Noctua NH-D15,Air Cooler,88.12,0%,1285,32294.37,0.3,No Promo
2022-10-02,Dark Rock Pro 4,Air Cooler,78.15,1%,1186,24379.48,0.28,No Promo
2022-10-02,Corsair H100i,Liquid AIO Cooler,124.23,2%,1002,39813.8,0.35,No Promo
2022-10-02,NZXT Kraken X63,Liquid AIO Cooler,136.92,0%,882,38033.92,0.33,No Promo
2022-10-02,EKWB EK-KIT P240,Custom Liquid Cooler,236.84,0%,652,60537.38,0.4,No Promo
2022-10-02,Thermaltake Pacific CL360,Custom Liquid Cooler,287.05,3%,1085,122660.22,0.42,No Promo
2022-10-03,Noctua NH-D15,Air Cooler,86.75,2%,1310,31121.47,0.3,No Promo
2022-10-03,Dark Rock Pro 4,Air Cooler,78.73,0%,1190,25147.64,0.28,No Promo
2022-10-03,Corsair H100i,Liquid AIO Cooler,124.06,2%,1025,40555.17,0.35,No Promo
2022-10-03,NZXT Kraken X63,Liquid AIO Cooler,134.84,2%,909,37310.5,0.33,No Promo
2022-10-03,EKWB EK-KIT P240,Custom Liquid Cooler,230.94,2%,666,57907.71,0.4,No Promo
2022-10-03,Thermaltake Pacific CL360,Custom Liquid Cooler,290.62,1%,1042,121529.12,0.42,No Promo
2022-10-04,Noctua NH-D15,Air Cooler,86.85,1%,1312,31306.88,0.3,No Promo
2022-10-04,Dark Rock Pro 4,Air Cooler,75.91,3%,1207,22109.83,0.28,No Promo
2022-10-04,Corsair H100i,Liquid AIO Cooler,125.25,2%,1008,41078.11,0.35,No Promo
2022-10-04,NZXT Kraken X63,Liquid AIO Cooler,134.11,2%,895,36085.27,0.33,No Promo
2022-10-04,EKWB EK-KIT P240,Custom Liquid Cooler,228.96,2%,661,56165.67,0.4,No Promo
2022-10-04,Thermaltake Pacific CL360,Custom Liquid Cooler,285.85,3%,1068,119462.1,0.42,No Promo
2022-10-05,Noctua NH-D15,Air Cooler,87.28,1%,1290,31328.19,0.3,No Promo
2022-10-05,Dark Rock Pro 4,Air Cooler,77.16,2%,1219,23851.27,0.28,No Promo
2022-10-05,Corsair H100i,Liquid AIO Cooler,126.74,1%,981,41443.92,0.35,No Promo
2022-10-05,NZXT Kraken X63,Liquid AIO Cooler,137.75,0%,866,38069.58,0.33,No Promo
2022-10-05,EKWB EK-KIT P240,Custom Liquid Cooler,227.51,3%,689,57545.17,0.4,No Promo
2022-10-05,Thermaltake Pacific CL360,Custom Liquid Cooler,286.45,2%,1076,121005.36,0.42,No Promo
2022-10-06,Noctua NH-D15,Air Cooler,88.88,0%,1263,32698.37,0.3,No Promo
2022-10-06,Dark Rock Pro 4,Air Cooler,78.58,0%,1202,25225.71,0.28,No Promo
2022-10-06,Corsair H100i,Liquid AIO Cooler,126.42,0%,971,40715.11,0.35,No Promo
2022-10-06,NZXT Kraken X63,Liquid AIO Cooler,136.97,0%,897,38731.7,0.33,No Promo
2022-10-06,EKWB EK-KIT P240,Custom Liquid Cooler,228.61,2%,667,56438.64,0.4,No Promo
2022-10-06,Thermaltake Pacific CL360,Custom Liquid Cooler,293.83,1%,1042,124872.68,0.42,No Promo
2022-10-07,Noctua NH-D15,Air Cooler,88.13,1%,1289,32404.03,0.3,No Promo
2022-10-07,Dark Rock Pro 4,Air Cooler,78.98,0%,1203,25727.5,0.28,No Promo
2022-10-07,Corsair H100i,Liquid AIO Cooler,124.47,2%,1000,39977.69,0.35,No Promo
2022-10-07,NZXT Kraken X63,Liquid AIO Cooler,133.22,3%,927,36545.41,0.33,No Promo
2022-10-07,EKWB EK-KIT P240,Custom Liquid Cooler,234.19,0%,657,59260.47,0.4,No Promo
2022-10-07,Thermaltake Pacific CL360,Custom Liquid Cooler,293.76,0%,1029,123243.48,0.42,No Promo
2022-10-08,Noctua NH-D15,Air Cooler,88.02,1%,1319,33005.86,0.3,No Promo
2022-10-08,Dark Rock Pro 4,Air Cooler,75.58,3%,1247,22433.07,0.28,No Promo
2022-10-08,Corsair H100i,Liquid AIO Cooler,127.35,1%,1007,43161.52,0.35,No Promo
2022-10-08,NZXT Kraken X63,Liquid AIO Cooler,136.17,1%,887,37589.44,0.33,No Promo
2022-10-08,EKWB EK-KIT P240,Custom Liquid Cooler,231.96,2%,657,57794.18,0.4,No Promo
2022-10-08,Thermaltake Pacific CL360,Custom Liquid Cooler,289.4,1%,1070,123479.98,0.42,No Promo
2022-10-09,Noctua NH-D15,Air Cooler,87.88,1%,1302,32399.09,0.3,No Promo
2022-10-09,Dark Rock Pro 4,Air Cooler,76.89,1%,1210,23352.71,0.28,No Promo
2022-10-09,Corsair H100i,Liquid AIO Cooler,123.82,2%,1023,40231.74,0.35,No Promo
2022-10-09,NZXT Kraken X63,Liquid AIO Cooler,134.64,1%,886,36188.63,0.33,No Promo
2022-10-09,EKWB EK-KIT P240,Custom Liquid Cooler,233.29,0%,655,58489.05,0.4,No Promo
2022-10-09,Thermaltake Pacific CL360,Custom Liquid Cooler,292.83,1%,1035,122995.61,0.42,No Promo
2022-10-10,Noctua NH-D15,Air Cooler,88.62,0%,1292,33105.02,0.3,No Promo
2022-10-10,Dark Rock Pro 4,Air Cooler,76.79,3%,1236,23730.65,0.28,No Promo
2022-10-10,Corsair H100i,Liquid AIO Cooler,126.35,1%,1001,41895.4,0.35,No Promo
2022-10-10,NZXT Kraken X63,Liquid AIO Cooler,136.29,0%,873,37102.85,0.33,No Promo
2022-10-10,EKWB EK-KIT P240,Custom Liquid Cooler,231.08,2%,674,58693.86,0.4,No Promo
2022-10-10,Thermaltake Pacific CL360,Custom Liquid Cooler,293.35,0%,1022,121981.73,0.42,No Promo
2022-10-11,Noctua NH-D15,Air Cooler,88.26,0%,1264,31943.61,0.3,No Promo
2022-10-11,Dark Rock Pro 4,Air Cooler,78.04,0%,1179,24110.21,0.28,No Promo
2022-10-11,Corsair H100i,Liquid AIO Cooler,125.84,1%,991,40977.84,0.35,No Promo
2022-10-11,NZXT Kraken X63,Liquid AIO Cooler,134.26,3%,927,37510.8,0.33,No Promo
2022-10-11,EKWB EK-KIT P240,Custom Liquid Cooler,236.59,0%,655,60647.81,0.4,No Promo
2022-10-11,Thermaltake Pacific CL360,Custom Liquid Cooler,293.86,0%,1026,122977.59,0.42,No Promo
2022-10-12,Noctua NH-D15,Air Cooler,86.37,3%,1336,31234.17,0.3,No Promo
2022-10-12,Dark Rock Pro 4,Air Cooler,77.29,1%,1193,23499.94,0.28,No Promo
2022-10-12,Corsair H100i,Liquid AIO Cooler,127.79,0%,989,42818.64,0.35,No Promo
2022-10-12,NZXT Kraken X63,Liquid AIO Cooler,135.19,2%,892,36922.06,0.33,No Promo
2022-10-12,EKWB EK-KIT P240,Custom Liquid Cooler,233.47,1%,657,58784.66,0.4,No Promo
2022-10-12,Thermaltake Pacific CL360,Custom Liquid Cooler,289.73,2%,1055,122104.55,0.42,No Promo
2022-10-13,Noctua NH-D15,Air Cooler,86.95,1%,1305,31263.46,0.3,No Promo
2022-10-13,Dark Rock Pro 4,Air Cooler,77.59,1%,1177,23541.75,0.28,No Promo
2022-10-13,Corsair H100i,Liquid AIO Cooler,124.92,1%,1003,40548.18,0.35,No Promo
2022-10-13,NZXT Kraken X63,Liquid AIO Cooler,134.16,3%,920,37136.29,0.33,No Promo
2022-10-13,EKWB EK-KIT P240,Custom Liquid Cooler,229.6,3%,669,57271.59,0.4,No Promo
2022-10-13,Thermaltake Pacific CL360,Custom Liquid Cooler,289.94,1%,1059,122789.28,0.42,No Promo
2022-10-14,Noctua NH-D15,Air Cooler,87.26,1%,1286,31210.39,0.3,No Promo
2022-10-14,Dark Rock Pro 4,Air Cooler,76.3,2%,1217,22762.46,0.28,No Promo
2022-10-14,Corsair H100i,Liquid AIO Cooler,127.02,1%,1014,43118.23,0.35,No Promo
2022-10-14,NZXT Kraken X63,Liquid AIO Cooler,133.74,3%,932,37226.31,0.33,No Promo
2022-10-14,EKWB EK-KIT P240,Custom Liquid Cooler,236.65,0%,660,61152.76,0.4,No Promo
2022-10-14,Thermaltake Pacific CL360,Custom Liquid Cooler,287.53,2%,1073,121818.7,0.42,No Promo
2022-10-15,Noctua NH-D15,Air Cooler,86.42,1%,1325,31046.42,0.3,No Promo
2022-10-15,Dark Rock Pro 4,Air Cooler,76.55,3%,1232,23358.61,0.28,No Promo
2022-10-15,Corsair H100i,Liquid AIO Cooler,124.04,3%,1012,40023.76,0.35,No Promo
2022-10-15,NZXT Kraken X63,Liquid AIO Cooler,136.57,0%,868,37129.72,0.33,No Promo
2022-10-15,EKWB EK-KIT P240,Custom Liquid Cooler,234.85,0%,642,58331.69,0.4,No Promo
2022-10-15,Thermaltake Pacific CL360,Custom Liquid Cooler,286.03,3%,1068,119649.56,0.42,No Promo
2022-10-16,Noctua NH-D15,Air Cooler,88.31,0%,1309,33144.74,0.3,No Promo
2022-10-16,Dark Rock Pro 4,Air Cooler,77.23,1%,1201,23579.35,0.28,No Promo
2022-10-16,Corsair H100i,Liquid AIO Cooler,124.23,3%,1029,40893.62,0.35,No Promo
2022-10-16,NZXT Kraken X63,Liquid AIO Cooler,133.92,2%,902,36195.97,0.33,No Promo
2022-10-16,EKWB EK-KIT P240,Custom Liquid Cooler,234.39,0%,661,59749.21,0.4,No Promo
2022-10-16,Thermaltake Pacific CL360,Custom Liquid Cooler,285.61,2%,1061,118420.08,0.42,No Promo
2022-10-17,Noctua NH-D15,Air Cooler,87.79,0%,1261,31274.01,0.3,No Promo
2022-10-17,Dark Rock Pro 4,Air Cooler,75.91,3%,1218,22307.55,0.28,No Promo
2022-10-17,Corsair H100i,Liquid AIO Cooler,125.57,2%,1027,42181.94,0.35,No Promo
2022-10-17,NZXT Kraken X63,Liquid AIO Cooler,132.91,3%,912,35674.78,0.33,No Promo
2022-10-17,EKWB EK-KIT P240,Custom Liquid Cooler,233.36,1%,670,59872.81,0.4,No Promo
2022-10-17,Thermaltake Pacific CL360,Custom Liquid Cooler,288.08,1%,1070,122074.08,0.42,No Promo
2022-10-18,Noctua NH-D15,Air Cooler,85.9,2%,1294,29639.9,0.3,No Promo
2022-10-18,Dark Rock Pro 4,Air Cooler,75.4,3%,1219,21711.27,0.28,No Promo
2022-10-18,Corsair H100i,Liquid AIO Cooler,126.47,0%,1001,42018.45,0.35,No Promo
2022-10-18,NZXT Kraken X63,Liquid AIO Cooler,133.89,3%,916,36727.28,0.33,No Promo
2022-10-18,EKWB EK-KIT P240,Custom Liquid Cooler,234.9,0%,643,58453.9,0.4,No Promo
2022-10-18,Thermaltake Pacific CL360,Custom Liquid Cooler,286.94,2%,1089,122996.41,0.42,No Promo
2022-10-19,Noctua NH-D15,Air Cooler,85.47,3%,1334,29984.21,0.3,No Promo
2022-10-19,Dark Rock Pro 4,Air Cooler,75.9,3%,1240,22694.82,0.28,No Promo
2022-10-19,Corsair H100i,Liquid AIO Cooler,123.95,3%,1023,40367.81,0.35,No Promo
2022-10-19,NZXT Kraken X63,Liquid AIO Cooler,137.47,0%,880,38437.37,0.33,No Promo
2022-10-19,EKWB EK-KIT P240,Custom Liquid Cooler,226.35,3%,682,56164.41,0.4,No Promo
2022-10-19,Thermaltake Pacific CL360,Custom Liquid Cooler,292.1,1%,1056,124724.89,0.42,No Promo
2022-10-20,Noctua NH-D15,Air Cooler,85.06,3%,1347,29730.68,0.3,No Promo
2022-10-20,Dark Rock Pro 4,Air Cooler,77.79,0%,1205,24336.98,0.28,No Promo
2022-10-20,Corsair H100i,Liquid AIO Cooler,126.37,0%,999,41834.11,0.35,No Promo
2022-10-20,NZXT Kraken X63,Liquid AIO Cooler,136.03,0%,893,37720.03,0.33,No Promo
2022-10-20,EKWB EK-KIT P240,Custom Liquid Cooler,230.5,2%,663,57352.54,0.4,No Promo
2022-10-20,Thermaltake Pacific CL360,Custom Liquid Cooler,296.74,0%,1031,126550.6,0.42,No Promo
2022-10-21,Noctua NH-D15,Air Cooler,88.23,0%,1309,33029.45,0.3,No Promo
2022-10-21,Dark Rock Pro 4,Air Cooler,77.71,0%,1205,24240.51,0.28,No Promo
2022-10-21,Corsair H100i,Liquid AIO Cooler,124.25,3%,1042,41423.92,0.35,No Promo
2022-10-21,NZXT Kraken X63,Liquid AIO Cooler,133.51,2%,906,35979.85,0.33,No Promo
2022-10-21,EKWB EK-KIT P240,Custom Liquid Cooler,232.06,2%,661,58210.33,0.4,No Promo
